SKU,Parent Product SKU,Product Name,Category,Price Type,Unit,Tax-Exclusive Price,Min Price,Max Price,Cost,Supplier Price,Product Tags,Inventory Type,Track Stock Levels,Barcode,Variant Name 1,Variant Value 1,"Gembira Momento_Quantity","Gembira Momento_Warning Stock Level","Gembira Momento_Ideal Stock Level",Supplier,Tax Name,Store Credits,Kitchen Station,Product Id,Online Price,Online Discounted Price,Product Description
"SH0050-BOSS TEA","SH0050","ENAMEL PIN(BOSS TEA)","Enamel Pin","Fixed","","28.00","","","18.20","","","Simple","1","","M SIZE","BOSS TEA","15.00","","","Mariari (Consignment)","","","Do Not Print Kitchen Docket","69dde1ab85caf60008479de7","","",""
"SH0050-I LOVE KL","SH0050","ENAMEL PIN(I LOVE KL)","Enamel Pin","Fixed","","28.00","","","18.20","","","Simple","1","","M SIZE","I LOVE KL","25.00","","","Mariari (Consignment)","","","Do Not Print Kitchen Docket","69dde1ab85caf60008479de1","","",""
"SH0050-JALAN SEHALA","SH0050","ENAMEL PIN(JALAN SEHALA)","Enamel Pin","Fixed","","28.00","","","18.20","","","Simple","1","","M SIZE","JALAN SEHALA","16.00","","","Mariari (Consignment)","","","Do Not Print Kitchen Docket","69dde1ab85caf60008479dd5","","",""
"SH0050-MAGI CUP","SH0050","ENAMEL PIN(MAGI CUP)","Enamel Pin","Fixed","","28.00","","","18.20","","","Simple","1","","M SIZE","MAGI CUP","23.00","","","Mariari (Consignment)","","","Do Not Print Kitchen Docket","69dde1ab85caf60008479ddb","","",""
"SH0050-MEOW LO","SH0050","ENAMEL PIN(MEOW LO)","Enamel Pin","Fixed","","28.00","","","18.20","","","Simple","1","","M SIZE","MEOW LO","18.00","","","Mariari (Consignment)","","","Do Not Print Kitchen Docket","69dde1ab85caf60008479de4","","",""
"SH0050-NO RACIST","SH0050","ENAMEL PIN(NO RACIST)","Enamel Pin","Fixed","","28.00","","","18.20","","","Simple","1","","M SIZE","NO RACIST","7.00","","","Mariari (Consignment)","","","Do Not Print Kitchen Docket","69dde1ab85caf60008479dcf","","",""
"SH0050-POS MALAYSIA","SH0050","ENAMEL PIN(POS MALAYSIA)","Enamel Pin","Fixed","","28.00","","","18.20","","","Simple","1","","M SIZE","POS MALAYSIA","7.00","","","Mariari (Consignment)","","","Do Not Print Kitchen Docket","69dde1ab85caf60008479dd2","","",""
"SH0050-RAMLY BURGER","SH0050","ENAMEL PIN(RAMLY BURGER)","Enamel Pin","Fixed","","28.00","","","18.20","","","Simple","1","","M SIZE","RAMLY BURGER","14.00","","","Mariari (Consignment)","","","Do Not Print Kitchen Docket","69dde1ab85caf60008479dd8","","",""
"SH0050-ROTI CANAI","SH0050","ENAMEL PIN(ROTI CANAI)","Enamel Pin","Fixed","","28.00","","","18.20","","","Simple","1","","M SIZE","ROTI CANAI","33.00","","","Mariari (Consignment)","","","Do Not Print Kitchen Docket","69dde1ab85caf60008479dde","","",""
"SH0050-STOP","SH0050","ENAMEL PIN(STOP)","Enamel Pin","Fixed","","28.00","","","18.20","","","Simple","1","","M SIZE","STOP","7.00","","","Mariari (Consignment)","","","Do Not Print Kitchen Docket","69dde1ab85caf60008479dcc","","",""
"SH0056","","GM Keychain (10)","Keychain","Fixed","","10.00","","","5.00","","","Simple","1","","","","55.00","","","Mariari (Outright)","","","Do Not Print Kitchen Docket","69dc60e37bb1b80007962e53","","",""
"SHA00018","","Gembira Bag (3)","Bag","Fixed","","3.00","","","1.70","","","Simple","1","","","","172.00","","","Gembira","","","Do Not Print Kitchen Docket","6a05c64c5dd1670007f46182","","",""
"SH0069","","Genuine Leather Card Holder (45)","Genuine Leather","Fixed","","45.00","","","20.00","","","Simple","1","","","","4.00","","","Rusli Leather","","","Do Not Print Kitchen Docket","69dc60e37bb1b80007962efc","","",""
"SH0059","","Genuine Leather Keychain 1 (10)","Genuine Leather","Fixed","","29.00","","","10.00","","","Simple","1","","","","15.00","","","Rusli Leather","","","Do Not Print Kitchen Docket","69dc60e37bb1b80007962e7a","","",""
"SH0060","","Genuine Leather Keychain 2 (29)","Genuine Leather","Fixed","","29.00","","","10.00","","","Simple","1","","","","9.00","","","Rusli Leather","","","Do Not Print Kitchen Docket","69dc60e37bb1b80007962e87","","",""
"SH0061","","Genuine Leather Keychain 3 (29)","Genuine Leather","Fixed","","29.00","","","10.00","","","Simple","1","","","","5.00","","","Rusli Leather","","","Do Not Print Kitchen Docket","69dc60e37bb1b80007962e94","","",""
"SH0062","","Genuine Leather Keychain 4 (29)","Genuine Leather","Fixed","","29.00","","","10.00","","","Simple","1","","","","6.00","","","Rusli Leather","","","Do Not Print Kitchen Docket","69dc60e37bb1b80007962ea1","","",""
"SH0063","","Genuine Leather Keychain 5 (35)","Genuine Leather","Fixed","","35.00","","","12.00","","","Simple","1","","","","3.00","","","Rusli Leather","","","Do Not Print Kitchen Docket","69dc60e37bb1b80007962eae","","",""
"SH0064","","Genuine Leather Keychain 6 (35)","Genuine Leather","Fixed","","35.00","","","12.00","","","Simple","1","","","","10.00","","","Rusli Leather","","","Do Not Print Kitchen Docket","69dc60e37bb1b80007962ebb","","",""
"SH0065","","Genuine Leather Keychain 7 (39)","Genuine Leather","Fixed","","39.00","","","13.00","","","Simple","1","","","","10.00","","","Rusli Leather","","","Do Not Print Kitchen Docket","69dc60e37bb1b80007962ec8","","",""
"SH0066","","Genuine Leather Keychain 8 (39)","Genuine Leather","Fixed","","39.00","","","13.00","","","Simple","1","","","","4.00","","","Rusli Leather","","","Do Not Print Kitchen Docket","69dc60e37bb1b80007962ed5","","",""
"SH0067","","Genuine Leather Keychain 9 (39)","Genuine Leather","Fixed","","39.00","","","13.00","","","Simple","1","","","","6.00","","","Rusli Leather","","","Do Not Print Kitchen Docket","69dc60e37bb1b80007962ee2","","",""
"SH0068","","Genuine Leather Luggage Tag (35)","Genuine Leather","Fixed","","35.00","","","15.00","","","Simple","1","","","","9.00","","","Rusli Leather","","","Do Not Print Kitchen Docket","69dc60e37bb1b80007962eef","","",""
"SHA00027","","Handbag Baggie (329)","Bag","Fixed","","329.00","","","160.00","","","Simple","1","","","","3.00","","","Bag Syamil (Consignment)","","","Do Not Print Kitchen Docket","6a4f668c0b12d90007d92b76","","",""
"SH0013","","KLCC MAGNET","FM PS","Fixed","","15.00","","","2.20","2.20","","Simple","1","","","","","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e17bb1b80007962c24","","",""
"SH0012","","KLCC MAGNET (OPENER)","FM PS","Fixed","","19.00","","","2.40","","","Simple","1","","","","","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e17bb1b80007962c17","","",""
"SHA00052","","Kaftan","Attire","Fixed","","79.00","","","40.00","","","","0","","","","","","","Kaftan (Consignment)","","","Do Not Print Kitchen Docket","6a0415613a478d0007fe9aca","","",""
"SH0055","","LC Cartoon Keychain (8)","Keychain","Fixed","","8.00","","","2.00","2.00","","Simple","1","","","","72.00","","","Lucy","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962e46","","",""
"SH0003","","LC T-Shiart Adult (Black) (49)","Shirt","Fixed","","49.00","","","13.00","","","Simple","1","","","","32.00","","","Lucy","","","Do Not Print Kitchen Docket","69dc60e17bb1b80007962ba2","","",""
"SH0005","","LC T-Shirt (Kids)","Shirt","Fixed","","15.00","","","6.50","6.50","","Simple","1","","","","42.00","","","Lucy","","","Do Not Print Kitchen Docket","69dc60e17bb1b80007962bbc","","",""
"SH0001","","LC T-Shirt Adult (White) (25)","Shirt","Fixed","","25.00","","","8.63","9.00","","Simple","1","","","","53.00","","","Lucy","","","Do Not Print Kitchen Docket","69dc60e17bb1b80007962b88","","",""
"SHA00003","","Large Ceramic Plate (49)","Decoration","Fixed","","49.00","","","16.00","16.00","","Simple","1","","","","4.00","","","Jeff","","","Do Not Print Kitchen Docket","6a4b640c6d9a9000076efe5e","","",""
"SHA00053","","Lucy Tiffin 3 Tier","Tiffin Jeiwa","Fixed","","390.00","","","273.00","","","","0","","","","","","","Tiffin Jeiwa (Consignment)","","","Do Not Print Kitchen Docket","6a016def0c458a0007785634","","",""
"SHA00039","","Luggage tag (88)","Premium Leather","Fixed","","88.00","","","57.20","","","Simple","1","","","","5.00","","","Gembira","","","Do Not Print Kitchen Docket","6a50bfb9c340d400078e2249","","",""
"SH0006","","MAGNET 3D","FM PS","Fixed","","19.00","","","3.00","","","Simple","1","","","","","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e17bb1b80007962bc9","","",""
"SH0022-BABANYONYA","SH0022","METAL MAGNET MARIARI (29)(BABANYONYA)","MM GM","Fixed","","29.00","","","18.85","","","Simple","1","","DESIGN","BABANYONYA","26.00","","","Mariari (Consignment)","","","Do Not Print Kitchen Docket","6a0af8bd50240700070027a1","","",""
"SH0022-I LOVE KL","SH0022","METAL MAGNET MARIARI (29)(I LOVE KL)","MM GM","Fixed","","29.00","","","18.85","","","Simple","1","","DESIGN","I LOVE KL","24.00","","","Mariari (Consignment)","","","Do Not Print Kitchen Docket","6a0af8bd502407000700279e","","",""
"SH0022-KUALA LUMPUR CITY CENTRE","SH0022","METAL MAGNET MARIARI (29)(KUALA LUMPUR CITY CENTRE)","MM GM","Fixed","","29.00","","","18.85","","","Simple","1","","DESIGN","KUALA LUMPUR CITY CENTRE","24.00","","","Mariari (Consignment)","","","Do Not Print Kitchen Docket","6a0af8bd502407000700279b","","",""
"SH0019","","Magnet Flight Ticket (15)","FM GM","Fixed","","15.00","","","6.50","","","Simple","1","","","","34.00","","","Mariari (Outright)","","","Do Not Print Kitchen Docket","69dc60e17bb1b80007962c72","","",""
"SH0015","","Magnet Packet (20)","FM PS","Fixed","","20.00","","","4.00","","","Simple","1","","","","3.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e17bb1b80007962c3e","","",""
"SHA00017","","Magnet Packet (29)","FM PS","Fixed","","29.00","","","5.00","","","Simple","1","","","","19.00","","","Jeff","","","Do Not Print Kitchen Docket","69f064faec0ca40008d154bd","","",""
"SH0014","","Magnet Packet (39)","FM PS","Fixed","","39.00","","","5.50","","","Simple","1","","","","47.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e17bb1b80007962c31","","",""
"MR001","","Mariari Bookmark","Stationary","Fixed","","29.00","","","18.85","","","","0","","","","","","","Mariari (Consignment)","","","Do Not Print Kitchen Docket","69e8e2904946f700075709c9","","",""
"MR002","","Mariari Magnet (10)","FM GM","Fixed","","10.00","","","6.50","","","","0","","","","","","","Mariari (Consignment)","","","Do Not Print Kitchen Docket","6a267b1ebccb230007402c36","","",""
"SH0036","","Medium Ceramic Plate (39)","Decoration","Fixed","","39.00","","","8.50","8.50","","Simple","1","","","","9.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962d4f","","",""
"SH0022","","Metal Magnet MARIARI (29)","MM GM","Fixed","","29.00","","","18.85","","","Simple","1","","","","","","","Mariari (Consignment)","","","Do Not Print Kitchen Docket","69dc60e17bb1b80007962c99","","",""
"SHA00046","","Mini Tote Bag (29)","Bag","Fixed","","29.00","","","6.80","","","Simple","1","","","","16.00","","","Jeff","","","Do Not Print Kitchen Docket","6a50c8f011e9dc000752a9fd","","",""
"SHA00021","","Nailclipper (10)","Keychain","Fixed","","10.00","","","1.86","","","Simple","1","","","","20.00","","","Jeff","","","Do Not Print Kitchen Docket","69e242e0d48513000780070e","","",""
"TF001A","","Nilam Baiduri Tiffin 2 Tier","Tiffin Jeiwa","Fixed","","330.00","","","231.00","","","","0","","","","","","","Tiffin Jeiwa (Consignment)","","","Do Not Print Kitchen Docket","6a016cd091b7e500071b35b9","","",""
"TF001B","","Nostalgia Tiffin 3 Tier","Tiffin Jeiwa","Fixed","","390.00","","","273.00","","","","0","","","","","","","Tiffin Jeiwa (Consignment)","","","Do Not Print Kitchen Docket","6a016d86b81220000729e399","","",""
"SH0048","","Notebook (49)","Notebook","Fixed","","49.00","","","31.85","","","Simple","1","","","","2.00","","","Mariari (Consignment)","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962deb","","",""
"SH0029","","PEN HOLDER WITH TOWER","Decoration","Fixed","","69.00","","","18.00","","","Simple","1","","","","","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962cf4","","",""
"SH0046","","PENCIL BAG PLASTIC","Stationary","Fixed","","19.00","","","4.50","","","Simple","1","","","","-1.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962dd1","","",""
"SH0032","","PEWTER M PLASTIC","Decoration","Fixed","","35.00","","","8.00","","","Simple","1","","","","","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962d1b","","",""
"SHA00054","","PLAT (39)","Decoration","Fixed","","39.00","","","8.50","","","Simple","1","","","","2.00","","","Jeff","","","Do Not Print Kitchen Docket","6a0af952fc5f9400071b915f","","",""
"SH0021","","POLAROID PHOTO MAGNET","FM GM","Fixed","","39.00","","","19.50","","","Simple","1","","","","19.00","","","Mariari (Outright)","","","Do Not Print Kitchen Docket","69dc60e17bb1b80007962c8c","","",""
"SH0035","","PS 118 Tower (49)","Decoration","Fixed","","49.00","","","12.00","","","Simple","1","","","","12.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962d42","","",""
"SHA00008","","PS Adapter","Gadjet","Fixed","","19.00","","","4.00","","","Simple","1","","","","18.00","","","Jeff","","","Do Not Print Kitchen Docket","6a3bb0aa512d3100080f37ee","","",""
"SH0027","","PS Bell (29)","Decoration","Fixed","","29.00","","","6.50","","","Simple","1","","","","17.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962cda","","",""
"SH0044","","PS Cap","Cap","Fixed","","29.00","","","7.50","7.50","","Simple","1","","","","27.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962db7","","",""
"SH0043","","PS Copper Shot Glass (49)","Glass","Fixed","","49.00","","","16.00","","","Simple","1","","","","5.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962daa","","",""
"SH0038","","PS Coster","Decoration","Fixed","","59.00","","","17.00","","","Simple","1","","","","7.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962d69","","",""
"SH0008","","PS F Magnet (15)","FM PS","Fixed","","15.00","","","2.30","2.30","","Simple","1","","","","209.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e17bb1b80007962be3","","",""
"SH0007","","PS F Magnet (19)","FM PS","Fixed","","19.00","","","2.43","3.00","","Simple","1","","","","297.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e17bb1b80007962bd6","","",""
"SH0016","","PS F Magnet Saloma","FM PS","Fixed","","19.00","","","1.90","","","Simple","1","","","","51.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e17bb1b80007962c4b","","",""
"SHA00016","","PS KL Tower Pewter (39)","Decoration","Fixed","","39.00","","","10.00","","","Simple","1","","","","18.00","","","Jeff","","","Do Not Print Kitchen Docket","6a3bb28c5af8b00007e5dd70","","",""
"SHA00024","","PS KLCC Pewter M Metal (39)","Decoration","Fixed","","39.00","","","8.50","","","Simple","1","","","","3.00","","","Jeff","","","Do Not Print Kitchen Docket","6a0af9c0bf6ef100078bcc1b","","",""
"SH0033","","PS KLCC Pewter M Wood (49)","Decoration","Fixed","","49.00","","","10.00","","","Simple","1","","","","1.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962d28","","",""
"SH0030","","PS KLCC Pewter S Steel (29)","Decoration","Fixed","","29.00","","","6.20","","","Simple","1","","","","13.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962d01","","",""
"SH0031","","PS KLCC Pewter S Wood (35)","Decoration","Fixed","","35.00","","","6.80","","","Simple","1","","","","9.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962d0e","","",""
"SH0053","","PS Keychain (5)","Keychain","Fixed","","5.00","","","1.00","1.00","","Simple","1","","","","480.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962e2c","","",""
"SH0054","","PS Keychain (6)","Keychain","Fixed","","6.00","","","1.66","","","Simple","1","","","","","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962e39","","",""
"SH0040","","PS Medium Crystal (39)","Decoration","Fixed","","39.00","","","6.80","","","Simple","1","","","","13.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962d83","","",""
"SHA00022","","PS Mug (39)","Decoration","Fixed","","39.00","","","14.50","","","Simple","1","","","","4.00","","","Jeff","","","Do Not Print Kitchen Docket","6a0dbe295e47880007bee1a3","","",""
"SHA00023","","PS Nailclipper Set (19)","Keychain","Fixed","","19.00","","","5.50","","","Simple","1","","","","19.00","","","Jeff","","","Do Not Print Kitchen Docket","69e242b8d4851300077ffd05","","",""
"SHA00006","","PS Patches MALAYSIA (6)","Bagdes & Stickers","Fixed","","6.00","","","2.50","2.50","","Simple","1","","","","27.00","","","Jeff","","","Do Not Print Kitchen Docket","6a4b819779eb4400079f9542","","",""
"SHA00005","","PS Pencil Bag (25)","Stationary","Fixed","","25.00","","","7.50","7.50","","Simple","1","","","","5.00","","","Jeff","","","Do Not Print Kitchen Docket","6a4b7f0dd8f6e900082b54b4","","",""
"SH0047","","PS Pencil Pack (19)","Stationary","Fixed","","19.00","","","5.50","","","Simple","1","","","","13.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962dde","","",""
"SH0039","","PS Plane Deco (49)","Decoration","Fixed","","49.00","","","16.50","","","Simple","1","","","","19.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962d76","","",""
"SHA00019","","PS Portable Fan (29)","Gadjet","Fixed","","29.00","","","5.50","","","Simple","1","","","","12.00","","","Jeff","","","Do Not Print Kitchen Docket","69ef5be37e4833000671b527","","",""
"SH0087","","PS Pouch Bag (29)","Bag","Fixed","","29.00","","","8.50","","","Simple","1","","","","","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e47bb1b80007962fe6","","",""
"SHA00029","","PS Pouch and Sling Bag (49)","Bag","Fixed","","49.00","","","16.00","","","Simple","1","","","","1.00","","","Lucy","","","Do Not Print Kitchen Docket","69f064a17df9af0007ff575a","","",""
"SHA00001","","PS Purse L (20)","Bag","Fixed","","20.00","","","5.50","5.50","","Simple","1","","","","31.00","","","Jeff","","","Do Not Print Kitchen Docket","69f06462f850aa000883744c","","",""
"SH0086","","PS Purse M (15)","Bag","Fixed","","15.00","","","3.76","4.00","","Simple","1","","","","28.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e47bb1b80007962fd9","","",""
"SH0042","","PS Shot Glas Set (35)","Glass","Fixed","","35.00","","","13.00","","","Simple","1","","","","5.00","","","Jeff","","","Do Not Print Kitchen Docket","69dc60e27bb1b80007962d9d","","",""
